item_id,item_name,product_code
208573,Aci Aerosol In.spray 800 Ml(save Tk.51 ),100531
26258,Aci Aerosol Insect Spray 800 ML,100532
26256,Aci Aerosol Insect Spray Jumbo | 800 ML,100533
208465,Aci Aerosol ML ),100534
134836,Aci Aerosol 800 ML ML Free,100535
115526,Aci Aerosol ML ML Vtc.f),100536
102182,Aci Aerosol 250 ML Mrp 250,100537
207654,Aci Aerosol 475 ML S.hw 170 ML Free,100538
134753,Aci All Out Ultra L.vaporizer Refill 45 ML,100539
273246,Aci Amgelic Orchid Breeze 300 ML,100540
273247,Aci Angelic AF Citrus Burst 300 ML,100541
273243,Aci Angelic AF Fruit Punch 300 ML,100542
273244,Aci Angelic AF Misty Wood 300 ML,100543
273245,Aci Angelic AF Sparkling Orange 300 ML,100544
80813,Aci Angelic Fresh Air Freshener 300 ML,100545
80814,Aci Angelic Fresh Air Freshener Orange 300 ML,100546
77770,Aci Aroma Aromatic Chinigura Rice 1 KG,100547
8627,Aci Aroma Aromatic Rice 1 KG BD,100548
102162,Aci Aroma Basmati 1 KG,100549
25145,Aci Aroma Chinigura Rice 1 KG,100550
77778,Aci Aroma Mustard Oil 250 ML,100551
77781,Aci Aroma Mustard Oil 1 Ltr,100552
100455,Aci Aroma Musturd Oil 500 ML,100553
77767,Aci Aroma Premium Basmati Rice 1 KG,100554
8629,Aci Aroma Pur Basmati Rice 1 KG Pkt BD,100555
115286,Aci Aroma Pure Basmati Rice 1 KG,100556
273233,Aci Atta 2 KG,100557
25633,Aci Baby Soft Baby Soap 75 GM,100558
276527,Aci Banglamati Rice 5 KG,100559
25684,Aci Black Cumin 200,100560
205678,Aci Black Fighter Coil Max Classic 10 Pcs,100561
134782,Aci Black Fighter Coil Max Hasnahena 10s,100562
134781,Aci Black Fighter Coil Max Lavender 10s,100563
113687,Aci Black Fighter Coil Max Low Smoke 10s,100564
205329,Aci Black Fighter Coil Max 10 Pcs,100565
80821,Aci Black Fighter Coil 10 Pcs (10 Hours),100566
135080,Aci Black Fighter Mosquito Coil 10 Pcs,100567
25573,Aci Black Rice 1 KG,100568
133172,Aci Brown Atta 1 KG,100569
25572,Aci Brown Rice 1 KG,100570
25815,Aci Chicken Curry Masala 100 G,100571
25836,Aci Chicken Tandoori Masala 50 G,100572
276326,Aci 40 GM Chocolate Bar,100573
