item_id,item_name,product_code
28580,Aarong Dairy Pure Ghee 200 G,100334
134035,Aarong Dairy Roshogolla Tin 600 G,100335
134045,Aarong Dairy S.cheese Peri Peri 204 G,100336
133993,Aarong Dairy Slice Cheese Classic 200±4 G,100337
29446,Aarong Dairy Sliced Cheese Classic 204 G,100338
29480,Aarong Dairy Sliced Cheese Peri Peri 204 G,100339
29620,Aarong Dairy Sour Yogurt | 500 ML,100340
133988,Aarong Dairy Strawberry Y.d. Uht 125 ML,100341
81568,Aarong Dairy Sweetened Yoghurt 100 G,100342
30763,Aarong Dairy Uht Chocolate Milk 200 ML,100343
29475,Aarong Dairy Uht Mango Milk Drink 200 ML,100344
30765,Aarong Dairy Uht Milk 200 ML,100345
29472,Aarong Dairy Uht Strawberry Yogurt Drink 200 ML,100346
28108,Aarong Dairy Uht Vanilla Milk Drink 200 ML,100347
34193,Aarong Earth Aloe Vera Facewash 100 ML,100348
34194,Aarong Earth Honey And Walnut Facewash 100 ML,100349
34201,Aarong Earth Mehedi Hair Pack 100 G,100350
41741,Aarong Earth Neem Face Wash 100 ML,100351
34195,Aarong Earth Neem Facewash 100 ML,100352
11803,Aarong F.c.m.p.400 G Box BD,100353
11792,Aarong F.c.m.p.ins. 500 G,100354
86498,Aarong Fermented Milk Yorhurt 500 G,100355
133695,Aarong Fresh Milk Uht 200 ML,100356
133745,Aarong Full Cream Milk Powder 400 G (bib),100357
273020,Aarong Gee 450 GM,100358
101020,Aarong Ghee 200 GM,100359
115328,Aarong Ghee 400â±50 G,100360
4608,Aarong Ghee 900 G Can,100361
4614,Aarong Ghee 400 G Can BD,100362
34196,Aarong Goat Milk Bathing Bar 100 G,100363
34197,Aarong Herbal Face Pack 100 G,100364
34198,Aarong Herbal Face Scrub 100 G,100365
34199,Aarong Herbal Hair Dye 100 G,100366
34200,Aarong Herbal Hair Pack With Seasame Oil 100 G,100367
98270,Aarong Instant Full Cream Milk Powder 500 G,100368
186201,Aarong Instant Low Fat Milk Powder 400 GM,100369
188762,Aarong Kalizira 1 KG,100370
133142,Aarong Kalizira Rice 1 KG,100371
188756,Aarong Kataribhog 5 KG,100372
133144,Aarong Katarivoge Rice 5 KG,100373
28797,Aarong Laban 500 ML,100374
28795,Aarong Labang 250 ML,100375
274646,Aarong Lacchi 200 ML,100376
86503,Aarong Lassi 200 ML,100377
133685,Aarong Liquid Milk 1000 ML,100378
133682,Aarong Low Fat Milk (500 Ml),100379
133830,Aarong Low Fat Milk Powder 400 G (bib),100380
11824,Aarong Low Fat Milk Powder 400 GM BD,100381
133694,Aarong Low Fat Milk Uht 200 ML,100382
29408,Aarong Low Fat Yogurt 500 G,100383
196224,Aarong Mango Juice Uht 250 ML,100384
102974,Aarong Mango Milk (200 Ml),100385
11915,Aarong Mango Milk Drink 250 ML T.pkt,100386
11945,Aarong Mango Milk Drink Uht 200 ML,100387
133690,Aarong Mango Milk Uht Flav. 200 ML,100388
88123,Aarong Matha 200 G,100389
63545,Aarong Milk 50 GM,100390
63544,Aarong Milk (fc Past) 1ltr,100391
99820,Aarong Milk 1 Litre,100392
188757,Aarong Miniket 5 KG,100393
133145,Aarong Miniket Rice 5 KG,100394
274638,Aarong Mozzarella Sliced Cheese 200 GM,100395
34202,Aarong Multani Facepack 1pc,100396
133294,Aarong Mushur Dal 1 KG,100397
78020,Aarong Natural Banglamoti Rice 5 KG,100398
78019,Aarong Natural Basmati Rice 1 KG,100399
101151,Aarong Natural Basmati Rice 1 KG PK,100400
104465,Aarong Natural Chinigura Loose,100401
78015,Aarong Natural Chinigura Rice 5 KG,100402
101148,Aarong Natural Chinigura Rice 2 KG PK,100403
8539,Aarong Natural Chinigura Rice 1 KG Pkt,100404
78022,Aarong Natural [ Gram ] Chola Boot 1 KG,100405
78012,Aarong Natural Kaligira Rice 1 KG,100406
101146,Aarong Natural Kalijira Rice 1 KG PK,100407
8540,Aarong Natural Kalijira Rice 1 KG Pkt,100408
78011,Aarong Natural Katarivog Rice 5 KG,100409
101159,Aarong Natural Katarivog Rice 5 KG PK,100410
8688,Aarong Natural Katarivog Rice 5 KG Pkt,100411
8426,Aarong Natural Lentil 1 KG Pack,100412
63344,Aarong Natural Minicate Rice 5 KG,100413
78025,Aarong Natural Miniket 20 KG,100414
78029,Aarong Natural Miniket Loose Rice Per KG,100415
78010,Aarong Natural Miniket Rice 5 KG,100416
101155,Aarong Natural Miniket Rice 20 KG PK,100417
8687,Aarong Natural Miniket Rice 5 KG Pkt,100418
101143,Aarong Natural Moshur Dal (loose),100419
101145,Aarong Natural Moshur Dal 1 KG PK,100420
63345,Aarong Natural Najirshail Rice 5 KG,100421
78034,Aarong Natural Nazirshail 20 KG,100422
78035,Aarong Natural Nazirshail Loose Rice Per KG,100423
78009,Aarong Natural Nazirshail Rice 5 KG,100424
101161,Aarong Natural Nazirshail Rice 20 KG PK,100425
8689,Aarong Natural Nazirshail Rice 5 KG Pkt,100426
133143,Aarong Nazirshail Rice 5 KG,100427
188755,Aarong Nazirshall 5 KG,100428
34203,Aarong Neem Bathing Bar 100 G,100429
102936,Aarong Paneer 200 GM,100430
51918,Aarong Pasteurized Milk 500 ML,100431
77381,Aarong Pasteurized Milk 1ltr,100432
29476,Aarong Pasteurized Premium Milk 1ltr,100433
29477,Aarong Pasteurized Premium Milk 1 2ltr,100434
86500,Aarong Pasteurized Standardized Milk 1 L,100435
86501,Aarong Pasteurized Toned Milk 500 ML,100436
30760,Aarong Pasturized FC Milk 1000 ML,100437
30762,Aarong Pasturized LF Milk 500 ML,100438
133710,Aarong Powder Milk 500 GM,100439
34204,Aarong Sea Salt Body Scrub,100440
29482,Aarong Shredded Cheezzarella Cheese 200 G,100441
98334,Aarong Shredded Cheezzarella Classic 200 GM,100442
186184,Aarong Shredded Chezarella Cheese 500 GM,100443
52285,Aarong Shredded Mozzarella Cheese 200 G,100444
133995,Aarong Shredded Mozzarella Classic 500 G,100445
272461,Aarong Shredded Mozzarella Classic Cheese 200 GM,100446
101047,Aarong Slice Cheese Classic 204 Gm.,100447
102971,Aarong Slice Cheese Pizza 204 Gm.,100448
101505,Aarong Slice Peri Peri 204 GM,100449
29447,Aarong Slice Pizza Cheese 200 G,100450
104558,Aarong Sliced Cheese Classic 204 GM,100451
186183,Aarong Sliced Cheese Pari Pari 204 GM,100452
133994,Aarong Sliced Cheese Pizza 204 G,100453
29409,Aarong Sour Yogurt 1 KG,100454
186179,Aarong Spread Cheese Chilli Garlic 180 GM,100455
186176,Aarong Spread Cheese Classic 180 GM,100456
186180,Aarong Spread Cheese Cream 180 GM,100457
186178,Aarong Spread Cheese Garlic 180 GM,100458
186177,Aarong Spread Cheese Pizza 180 GM,100459
3940,Aarong Spread Cream Cheese 180 G,100460
134158,Aarong Standardized Pasteuri.milk 1000 ML,100461
133691,Aarong Strawberry Yoghurt Uht 250 ML,100462
11944,Aarong Strawberry Yogurt Drink Uht 125 ML,100463
133668,Aarong Sweet Curd 500 ML,100464
134190,Aarong Sweet Pantua Can 1 KG,100465
